2025-09-01 13:29:06 | INFO     | daemon.watch:__init__:604 - FileWatcher initialized
2025-09-01 13:29:06 | INFO     | daemon.watch:start:1048 - Starting file watcher...
2025-09-01 13:29:06 | INFO     | daemon.watch:_initialize_components:684 - Initializing embedding manager...
2025-09-01 13:30:02 | INFO     | daemon.watch:_initialize_components:687 - Initializing document extractor...
2025-09-01 13:30:02 | INFO     | daemon.watch:_initialize_components:690 - Core components initialized successfully
2025-09-01 13:30:02 | INFO     | daemon.watch:_setup_file_watching:703 - Watching directory: sample_docs
2025-09-01 13:30:02 | INFO     | daemon.watch:_setup_file_watching:703 - Watching directory: extracts
2025-09-01 13:30:02 | INFO     | daemon.watch:_setup_scheduler:724 - Scheduled nightly reindex at 02:00
2025-09-01 13:30:02 | INFO     | daemon.watch:_process_file_changes:732 - File processing worker started
2025-09-01 13:30:02 | INFO     | daemon.watch:start:1074 - File watcher started successfully
2025-09-01 13:35:27 | INFO     | daemon.watch:_process_file_changes:743 - Processing 1 file changes
2025-09-01 13:35:28 | INFO     | daemon.watch:add_document:141 - Successfully added document: test_file_20250901_133455.txt (1 chunks)
2025-09-01 13:35:28 | INFO     | daemon.watch:save_index:199 - Index successfully saved to disk
2025-09-01 13:35:28 | INFO     | daemon.watch:_add_to_index:869 - Index updated with 1 files
2025-09-01 13:35:28 | INFO     | daemon.watch:_process_change_batch:807 - Batch processed: 0 added, 1 updated, 0 deleted
2025-09-01 13:36:23 | INFO     | daemon.watch:_process_file_changes:743 - Processing 1 file changes
2025-09-01 13:36:23 | INFO     | daemon.watch:add_document:141 - Successfully added document: test_file_20250901_133455.txt (1 chunks)
2025-09-01 13:36:23 | INFO     | daemon.watch:save_index:199 - Index successfully saved to disk
2025-09-01 13:36:23 | INFO     | daemon.watch:_add_to_index:869 - Index updated with 1 files
2025-09-01 13:36:23 | INFO     | daemon.watch:_process_change_batch:807 - Batch processed: 0 added, 1 updated, 0 deleted
2025-09-01 13:36:43 | INFO     | daemon.watch:_process_file_changes:743 - Processing 1 file changes
2025-09-01 13:36:43 | INFO     | daemon.watch:add_document:141 - Successfully added document: test_file_20250901_111407.txt (1 chunks)
2025-09-01 13:36:43 | INFO     | daemon.watch:save_index:199 - Index successfully saved to disk
2025-09-01 13:36:43 | INFO     | daemon.watch:_add_to_index:869 - Index updated with 1 files
2025-09-01 13:36:43 | INFO     | daemon.watch:_process_change_batch:807 - Batch processed: 0 added, 1 updated, 0 deleted
2025-09-01 14:01:29 | INFO     | daemon.watch:_process_file_changes:743 - Processing 20 file changes
2025-09-01 14:01:29 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\The Goody-Naughty Book.txt (27 chunks)
2025-09-01 14:01:29 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\test_watcher.txt (1 chunks)
2025-09-01 14:01:29 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\All that happened in a week.txt (51 chunks)
2025-09-01 14:01:30 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\A Christmas Carol in Prose; Being a Ghost Story of Christmas.txt (85 chunks)
2025-09-01 14:01:30 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\Just so stories.txt (85 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\Children's Classics in Dramatic Form, A Reader for the Fourth Grade.txt (74 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: meeting_notes\README.md (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\test_watcher_detection.txt (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: personal_notes\README.md (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: research_papers\README.md (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: software_dev\api_best_practices.txt (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\The Wonderful Wizard of Oz.txt (114 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: software_dev\database_design.txt (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: technical_docs\README.md (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: software_dev\web_architecture.txt (1 chunks)
2025-09-01 14:01:31 | INFO     | daemon.watch:add_document:141 - Successfully added document: user_manuals\README.md (1 chunks)
2025-09-01 14:01:33 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\The Secret Garden.txt (225 chunks)
2025-09-01 14:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\Treasure Island.txt (192 chunks)
2025-09-01 14:01:36 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\Rose in Bloom.txt (260 chunks)
2025-09-01 14:01:47 | INFO     | daemon.watch:add_document:141 - Successfully added document: classic_literature\Children's Literature.txt (1028 chunks)
2025-09-01 14:01:47 | INFO     | daemon.watch:save_index:199 - Index successfully saved to disk
2025-09-01 14:01:47 | INFO     | daemon.watch:_add_to_index:869 - Index updated with 20 files
2025-09-01 14:01:47 | INFO     | daemon.watch:_process_change_batch:807 - Batch processed: 0 added, 20 updated, 0 deleted
2025-09-01 14:46:32 | INFO     | daemon.watch:__init__:604 - FileWatcher initialized
2025-09-01 14:46:32 | INFO     | daemon.watch:start:1048 - Starting file watcher...
2025-09-01 14:46:32 | INFO     | daemon.watch:_initialize_components:684 - Initializing embedding manager...
2025-09-01 14:47:03 | INFO     | daemon.watch:_initialize_components:687 - Initializing document extractor...
2025-09-01 14:47:03 | INFO     | daemon.watch:_initialize_components:690 - Core components initialized successfully
2025-09-01 14:47:03 | INFO     | daemon.watch:_setup_file_watching:703 - Watching directory: extracts
2025-09-01 14:47:03 | INFO     | daemon.watch:_setup_file_watching:703 - Watching directory: sample_docs
2025-09-01 14:47:03 | INFO     | daemon.watch:_setup_scheduler:724 - Scheduled nightly reindex at 02:00
2025-09-01 14:47:03 | INFO     | daemon.watch:_process_file_changes:732 - File processing worker started
2025-09-01 14:47:03 | INFO     | daemon.watch:start:1074 - File watcher started successfully
2025-09-01 15:01:33 | INFO     | daemon.watch:_process_file_changes:743 - Processing 5 file changes
2025-09-01 15:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: meeting_notes\README.md (1 chunks)
2025-09-01 15:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: personal_notes\README.md (1 chunks)
2025-09-01 15:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: technical_docs\README.md (1 chunks)
2025-09-01 15:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: user_manuals\README.md (1 chunks)
2025-09-01 15:01:34 | INFO     | daemon.watch:add_document:141 - Successfully added document: research_papers\README.md (1 chunks)
2025-09-01 15:01:34 | INFO     | daemon.watch:save_index:199 - Index successfully saved to disk
2025-09-01 15:01:34 | INFO     | daemon.watch:_add_to_index:869 - Index updated with 5 files
2025-09-01 15:01:34 | INFO     | daemon.watch:_process_change_batch:807 - Batch processed: 0 added, 5 updated, 0 deleted
2025-09-01 16:20:39 | INFO     | daemon.watch:__init__:604 - FileWatcher initialized
2025-09-01 16:20:39 | INFO     | daemon.watch:start:1036 - Starting file watcher...
2025-09-01 16:20:39 | INFO     | daemon.watch:_initialize_components:708 - Initializing embedding manager...
